Song Title,Artist,Features,Values
Omutto,Eddy Kenzo,speechiness,0.146
So Good,Eddy Kenzo,speechiness,0.0358
Missounwa (Remix),Eddy Kenzo,speechiness,0.0581
Nze Mutuufu,Eddy Kenzo,speechiness,0.17
Pull Up,Eddy Kenzo,speechiness,0.0792
Style Zo (Kadondo),Eddy Kenzo,speechiness,0.155
Practical,Eddy Kenzo,speechiness,0.0724
Melo,Eddy Kenzo,speechiness,0.0782
Moni (Remix),Eddy Kenzo,speechiness,0.0905
Bibaawo,Eddy Kenzo,speechiness,0.0538
Viva Africa,Eddy Kenzo,speechiness,0.0711
She Be Like(Ekotide),Eddy Kenzo,speechiness,0.0719
Sitya Loss (Remix) [feat. Toofan],Eddy Kenzo,speechiness,0.126
Let's Go (Palalawe),Eddy Kenzo,speechiness,0.0547
Leega,Eddy Kenzo,speechiness,0.051
Balaumba (Remix) [feat. Bebi Phillip],Eddy Kenzo,speechiness,0.153
Kikili Dance,Eddy Kenzo,speechiness,0.0624
Ya Solo (feat. Heavy K),Eddy Kenzo,speechiness,0.0494
Komole,Eddy Kenzo,speechiness,0.0565
Yele,Eddy Kenzo,speechiness,0.0389
Abakyakala - Remix,Eddy Kenzo,speechiness,0.0517
Freestyle,Eddy Kenzo,speechiness,0.0797
Konkon,Eddy Kenzo,speechiness,0.0511
Shauri Yako,Eddy Kenzo,speechiness,0.0415
Jambole (Remix) [feat. Kcee],Eddy Kenzo,speechiness,0.0355
obsessed,Olivia Rodrigo,speechiness,
vampire,Olivia Rodrigo,speechiness,
so american,Olivia Rodrigo,speechiness,
bad idea right?,Olivia Rodrigo,speechiness,
favorite crime,Olivia Rodrigo,speechiness,
deja vu,Olivia Rodrigo,speechiness,
traitor,Olivia Rodrigo,speechiness,
good 4 u,Olivia Rodrigo,speechiness,
get him back!,Olivia Rodrigo,speechiness,
stranger,Olivia Rodrigo,speechiness,
drivers license,Olivia Rodrigo,speechiness,
all-american bitch,Olivia Rodrigo,speechiness,
"jealousy, jealousy",Olivia Rodrigo,speechiness,
lacy,Olivia Rodrigo,speechiness,
love is embarrassing,Olivia Rodrigo,speechiness,
brutal,Olivia Rodrigo,speechiness,
happier,Olivia Rodrigo,speechiness,
scared of my guitar,Olivia Rodrigo,speechiness,
the grudge,Olivia Rodrigo,speechiness,
"1 step forward, 3 steps back",Olivia Rodrigo,speechiness,
girl i’ve always been,Olivia Rodrigo,speechiness,
Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,Olivia Rodrigo,speechiness,
making the bed,Olivia Rodrigo,speechiness,
enough for you,Olivia Rodrigo,speechiness,
ballad of a homeschooled girl,Olivia Rodrigo,speechiness,
logical,Olivia Rodrigo,speechiness,
Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,Olivia Rodrigo,speechiness,0.034
pretty isn’t pretty,Olivia Rodrigo,speechiness,
teenage dream,Olivia Rodrigo,speechiness,
"All I Want - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,speechiness,0.0328
hope ur ok,Olivia Rodrigo,speechiness,
all-american bitch,Olivia Rodrigo,speechiness,
bad idea right?,Olivia Rodrigo,speechiness,
get him back!,Olivia Rodrigo,speechiness,
love is embarrassing,Olivia Rodrigo,speechiness,
ballad of a homeschooled girl,Olivia Rodrigo,speechiness,
vampire,Olivia Rodrigo,speechiness,
lacy,Olivia Rodrigo,speechiness,
making the bed,Olivia Rodrigo,speechiness,
the grudge,Olivia Rodrigo,speechiness,
logical,Olivia Rodrigo,speechiness,
pretty isn’t pretty,Olivia Rodrigo,speechiness,
teenage dream,Olivia Rodrigo,speechiness,
All I Want,Olivia Rodrigo,speechiness,0.0328
vampire,Olivia Rodrigo,speechiness,
obsessed,Olivia Rodrigo,speechiness,0.0822
drivers license,Olivia Rodrigo,speechiness,0.0533
so american,Olivia Rodrigo,speechiness,0.0972
good 4 u,Olivia Rodrigo,speechiness,0.141
deja vu,Olivia Rodrigo,speechiness,0.109
get him back!,Olivia Rodrigo,speechiness,
stranger,Olivia Rodrigo,speechiness,0.058
"Wondering - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,speechiness,0.0396
bad idea right?,Olivia Rodrigo,speechiness,
"The Rose Song - From ""High School Musical: The Musical: The Series (Season 2)""",Olivia Rodrigo,speechiness,0.0373
scared of my guitar,Olivia Rodrigo,speechiness,0.0463
"Even When/The Best Part - From ""High School Musical: The Musical: The Series (Season 2)""",Olivia Rodrigo,speechiness,0.0275
Start of Something New - Nini Version,Olivia Rodrigo,speechiness,
girl i’ve always been,Olivia Rodrigo,speechiness,0.256
brutal,Olivia Rodrigo,speechiness,0.0584
"Just for a Moment - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,speechiness,0.0442
all-american bitch,Olivia Rodrigo,speechiness,
All I Want - Love That Lasts Mix,Olivia Rodrigo,speechiness,0.0872
the grudge,Olivia Rodrigo,speechiness,
happier,Olivia Rodrigo,speechiness,0.172
"1 step forward, 3 steps back",Olivia Rodrigo,speechiness,0.0995
"I Think I Kinda, You Know - Duet",Olivia Rodrigo,speechiness,0.0861
Wondering,Olivia Rodrigo,speechiness,0.0398
Out of the Old,Olivia Rodrigo,speechiness,0.123
"The Best Part - From ""High School Musical: The Musical: The Series (Season 2)""",Olivia Rodrigo,speechiness,0.0321
pretty isn’t pretty,Olivia Rodrigo,speechiness,
love is embarrassing,Olivia Rodrigo,speechiness,
The Rose Song,Olivia Rodrigo,speechiness,0.0376
traitor,Olivia Rodrigo,speechiness,0.0338
lacy,Olivia Rodrigo,speechiness,
making the bed,Olivia Rodrigo,speechiness,
ballad of a homeschooled girl,Olivia Rodrigo,speechiness,
"jealousy, jealousy",Olivia Rodrigo,speechiness,0.116
logical,Olivia Rodrigo,speechiness,
teenage dream,Olivia Rodrigo,speechiness,
favorite crime,Olivia Rodrigo,speechiness,0.0364
Just for a Moment,Olivia Rodrigo,speechiness,0.0449
enough for you,Olivia Rodrigo,speechiness,0.0898
all-american bitch,Olivia Rodrigo,speechiness,0.0407
hope ur ok,Olivia Rodrigo,speechiness,0.0644
bad idea right?,Olivia Rodrigo,speechiness,0.0857
"Granted - From ""High School Musical: The Musical: The Series (Season 2)""",Olivia Rodrigo,speechiness,0.0306
get him back!,Olivia Rodrigo,speechiness,0.192
love is embarrassing,Olivia Rodrigo,speechiness,0.106
ballad of a homeschooled girl,Olivia Rodrigo,speechiness,0.0729
"Out of the Old - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,speechiness,0.119
vampire,Olivia Rodrigo,speechiness,0.0649
lacy,Olivia Rodrigo,speechiness,0.0344
making the bed,Olivia Rodrigo,speechiness,0.0422
the grudge,Olivia Rodrigo,speechiness,0.0824
Start of Something New - Nini Version,Olivia Rodrigo,speechiness,0.0365
pretty isn’t pretty,Olivia Rodrigo,speechiness,0.0543
logical,Olivia Rodrigo,speechiness,0.0354
teenage dream,Olivia Rodrigo,speechiness,0.0365
Wondering - Ashlyn & Nini Piano Version,Olivia Rodrigo,speechiness,0.041
Espresso,Sabrina Carpenter,speechiness,0.0293
Feather,Sabrina Carpenter,speechiness,
Nonsense,Sabrina Carpenter,speechiness,
because i liked a boy,Sabrina Carpenter,speechiness,
Looking at Me,Sabrina Carpenter,speechiness,0.0375
Read your Mind,Sabrina Carpenter,speechiness,
Vicious,Sabrina Carpenter,speechiness,
emails i can’t send,Sabrina Carpenter,speechiness,
Thumbs,Sabrina Carpenter,speechiness,0.0478
opposite,Sabrina Carpenter,speechiness,0.0351
Already Over,Sabrina Carpenter,speechiness,
Sue Me,Sabrina Carpenter,speechiness,0.326
Fast Times,Sabrina Carpenter,speechiness,
things i wish you said,Sabrina Carpenter,speechiness,0.0411
Tornado Warnings,Sabrina Carpenter,speechiness,
Skin,Sabrina Carpenter,speechiness,0.0335
I Knew You Were Trouble - Spotify Singles,Sabrina Carpenter,speechiness,0.0553
Read your Mind,Sabrina Carpenter,speechiness,0.0446
bet u wanna,Sabrina Carpenter,speechiness,
Lonesome,Sabrina Carpenter,speechiness,0.037
Nonsense,Sabrina Carpenter,speechiness,
emails i can’t send,Sabrina Carpenter,speechiness,0.103
Vicious,Sabrina Carpenter,speechiness,
because i liked a boy,Sabrina Carpenter,speechiness,
Already Over,Sabrina Carpenter,speechiness,0.501
Can't Blame a Girl for Trying,Sabrina Carpenter,speechiness,0.0342
Tornado Warnings,Sabrina Carpenter,speechiness,0.0809
Fast Times,Sabrina Carpenter,speechiness,
bet u wanna,Sabrina Carpenter,speechiness,0.133
Why,Sabrina Carpenter,speechiness,0.203
how many things,Sabrina Carpenter,speechiness,
Bad for Business,Sabrina Carpenter,speechiness,
Feather,Sabrina Carpenter,speechiness,
skinny dipping,Sabrina Carpenter,speechiness,
Bad for Business,Sabrina Carpenter,speechiness,0.0378
decode,Sabrina Carpenter,speechiness,
Feather - Sped Up,Sabrina Carpenter,speechiness,
decode,Sabrina Carpenter,speechiness,0.0385
skinny dipping,Sabrina Carpenter,speechiness,
Exhale,Sabrina Carpenter,speechiness,0.0357
Paris,Sabrina Carpenter,speechiness,0.0474
cindy lou who,Sabrina Carpenter,speechiness,0.0348
Nonsense - Sped Up Version,Sabrina Carpenter,speechiness,0.142
how many things,Sabrina Carpenter,speechiness,0.0354
Eyes Wide Open,Sabrina Carpenter,speechiness,0.0284
Honeymoon Fades,Sabrina Carpenter,speechiness,0.212
"Let Me Move You - From the Netflix film ""Work It""",Sabrina Carpenter,speechiness,0.0408
Almost Love,Sabrina Carpenter,speechiness,0.0376
On Purpose,Sabrina Carpenter,speechiness,0.0412
Mona Lisa,Sabrina Carpenter,speechiness,0.0451
In My Bed,Sabrina Carpenter,speechiness,0.299
A Nonsense Christmas,Sabrina Carpenter,speechiness,
I'm Fakin,Sabrina Carpenter,speechiness,0.0645
"Wildside - From ""Adventures in Babysitting""",Sabrina Carpenter,speechiness,0.0426
Vicious,Sabrina Carpenter,speechiness,0.159
santa doesn’t know you like i do,Sabrina Carpenter,speechiness,0.0275
Pushing 20,Sabrina Carpenter,speechiness,0.313
Alien,Sabrina Carpenter,speechiness,0.0403
Smoke and Fire,Sabrina Carpenter,speechiness,0.0874
We'll Be The Stars,Sabrina Carpenter,speechiness,0.0259
Diamonds Are Forever,Sabrina Carpenter,speechiness,0.0343
is it new years yet?,Sabrina Carpenter,speechiness,0.0642
prfct,Sabrina Carpenter,speechiness,0.0581
I Can't Stop Me,Sabrina Carpenter,speechiness,0.0741
Nonsense,Sabrina Carpenter,speechiness,
A Nonsense Christmas,Sabrina Carpenter,speechiness,0.0446
The Middle of Starting Over,Sabrina Carpenter,speechiness,0.0302
buy me presents,Sabrina Carpenter,speechiness,0.0645
Shadows,Sabrina Carpenter,speechiness,0.0347
Run and Hide,Sabrina Carpenter,speechiness,0.0529
Bad Time,Sabrina Carpenter,speechiness,0.0623
Too Young,Sabrina Carpenter,speechiness,0.0336
Feather - Spotify Singles,Sabrina Carpenter,speechiness,0.0844
Nonsense (with Coi Leray) - Remix,Sabrina Carpenter,speechiness,0.0318
Fast Times,Sabrina Carpenter,speechiness,0.0408
Tell Em,Sabrina Carpenter,speechiness,0.054
A Dream is a Wish Your Heart Makes/So This is Love,Sabrina Carpenter,speechiness,0.0279
Feather,Sabrina Carpenter,speechiness,0.0331
Take Off All Your Cool,Sabrina Carpenter,speechiness,0.457
because i liked a boy,Sabrina Carpenter,speechiness,0.314
Take You Back,Sabrina Carpenter,speechiness,0.135
Hold Tight,Sabrina Carpenter,speechiness,0.195
Seamless,Sabrina Carpenter,speechiness,0.0312
Your Love's Like,Sabrina Carpenter,speechiness,0.0332
white xmas,Sabrina Carpenter,speechiness,0.0483
skinny dipping,Sabrina Carpenter,speechiness,0.14
Feels Like Loneliness,Sabrina Carpenter,speechiness,0.0923
Don't Want It Back,Sabrina Carpenter,speechiness,0.0313
Two Young Hearts,Sabrina Carpenter,speechiness,0.0379
All We Have Is Love,Sabrina Carpenter,speechiness,0.0368
Rescue Me,Sabrina Carpenter,speechiness,0.0472
Feather - Sped Up,Sabrina Carpenter,speechiness,0.0435
Best Thing I Got,Sabrina Carpenter,speechiness,0.0273
White Flag,Sabrina Carpenter,speechiness,0.0256
Mirage,Sabrina Carpenter,speechiness,0.0375
No Words,Sabrina Carpenter,speechiness,0.0763
Space,Sabrina Carpenter,speechiness,0.0637
Darling I'm a Mess,Sabrina Carpenter,speechiness,0.0271
Right Now,Sabrina Carpenter,speechiness,0.0401
Nonsense,Sabrina Carpenter,speechiness,0.0369
Fortnight (feat. Post Malone),Taylor Swift,speechiness,
Down Bad,Taylor Swift,speechiness,
Fortnight (feat. Post Malone),Taylor Swift,speechiness,
I Can Do It With a Broken Heart,Taylor Swift,speechiness,
"So Long, London",Taylor Swift,speechiness,
But Daddy I Love Him,Taylor Swift,speechiness,
Who’s Afraid of Little Old Me?,Taylor Swift,speechiness,
The Tortured Poets Department,Taylor Swift,speechiness,
My Boy Only Breaks His Favorite Toys,Taylor Swift,speechiness,
Guilty as Sin?,Taylor Swift,speechiness,
Florida!!! (feat. Florence + The Machine),Taylor Swift,speechiness,
The Smallest Man Who Ever Lived,Taylor Swift,speechiness,
The Black Dog,Taylor Swift,speechiness,
imgonnagetyouback,Taylor Swift,speechiness,
Fresh Out The Slammer,Taylor Swift,speechiness,
The Alchemy,Taylor Swift,speechiness,
So High School,Taylor Swift,speechiness,
loml,Taylor Swift,speechiness,
Cruel Summer,Taylor Swift,speechiness,
thanK you aIMee,Taylor Swift,speechiness,
I Can Fix Him (No Really I Can),Taylor Swift,speechiness,
The Prophecy,Taylor Swift,speechiness,
The Albatross,Taylor Swift,speechiness,
Clara Bow,Taylor Swift,speechiness,
How Did It End?,Taylor Swift,speechiness,
I Hate It Here,Taylor Swift,speechiness,
Chloe or Sam or Sophia or Marcus,Taylor Swift,speechiness,
I Look in People's Windows,Taylor Swift,speechiness,
Down Bad,Taylor Swift,speechiness,
Peter,Taylor Swift,speechiness,
Cassandra,Taylor Swift,speechiness,
The Bolter,Taylor Swift,speechiness,
I Can Do It With a Broken Heart,Taylor Swift,speechiness,
The Manuscript,Taylor Swift,speechiness,
Robin,Taylor Swift,speechiness,
The Tortured Poets Department,Taylor Swift,speechiness,
"So Long, London",Taylor Swift,speechiness,
My Boy Only Breaks His Favorite Toys,Taylor Swift,speechiness,
Florida!!! (feat. Florence + The Machine),Taylor Swift,speechiness,
But Daddy I Love Him,Taylor Swift,speechiness,
Who’s Afraid of Little Old Me?,Taylor Swift,speechiness,
Guilty as Sin?,Taylor Swift,speechiness,
loml,Taylor Swift,speechiness,
The Alchemy,Taylor Swift,speechiness,
Fresh Out The Slammer,Taylor Swift,speechiness,
The Smallest Man Who Ever Lived,Taylor Swift,speechiness,
I Can Fix Him (No Really I Can),Taylor Swift,speechiness,
Clara Bow,Taylor Swift,speechiness,
Fortnight (feat. Post Malone),Taylor Swift,speechiness,
Down Bad,Taylor Swift,speechiness,
cardigan,Taylor Swift,speechiness,
Karma,Taylor Swift,speechiness,
...Ready For It?,Taylor Swift,speechiness,
The Man,Taylor Swift,speechiness,
Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,speechiness,
You’re Losing Me (From The Vault),Taylor Swift,speechiness,
Look What You Made Me Do,Taylor Swift,speechiness,
Delicate,Taylor Swift,speechiness,
Getaway Car,Taylor Swift,speechiness,
You Need To Calm Down,Taylor Swift,speechiness,
Our Song,Taylor Swift,speechiness,
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,speechiness,
Blank Space,Taylor Swift,speechiness,
Enchanted (Taylor's Version),Taylor Swift,speechiness,
Style (Taylor's Version),Taylor Swift,speechiness,
Paper Rings,Taylor Swift,speechiness,
Miss Americana & The Heartbreak Prince,Taylor Swift,speechiness,
"You're On Your Own, Kid",Taylor Swift,speechiness,
Lavender Haze,Taylor Swift,speechiness,0.08
"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,speechiness,0.055
Bejeweled,Taylor Swift,speechiness,0.0693
You Belong With Me (Taylor’s Version),Taylor Swift,speechiness,0.0346
Shake It Off,Taylor Swift,speechiness,0.165
illicit affairs,Taylor Swift,speechiness,0.0338
my tears ricochet,Taylor Swift,speechiness,0.0332
exile (feat. Bon Iver),Taylor Swift,speechiness,0.0287
champagne problems,Taylor Swift,speechiness,0.0377
Midnight Rain,Taylor Swift,speechiness,0.0767
I Did Something Bad,Taylor Swift,speechiness,0.159
The Archer,Taylor Swift,speechiness,0.0401
Blank Space (Taylor's Version),Taylor Swift,speechiness,0.0641
Wildest Dreams (Taylor's Version),Taylor Swift,speechiness,
willow,Taylor Swift,speechiness,0.17
the 1,Taylor Swift,speechiness,0.0522
right where you left me - bonus track,Taylor Swift,speechiness,0.0282
Style,Taylor Swift,speechiness,0.0383
I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,speechiness,0.0337
Say Don't Go (Taylor's Version) (From The Vault),Taylor Swift,speechiness,0.0342
Love Story (Taylor’s Version),Taylor Swift,speechiness,
Love Story (Taylor’s Version),Taylor Swift,speechiness,0.031
All Of The Girls You Loved Before,Taylor Swift,speechiness,0.0398
invisible string,Taylor Swift,speechiness,0.055
this is me trying,Taylor Swift,speechiness,0.0328
Gorgeous,Taylor Swift,speechiness,0.135
Out Of The Woods (Taylor's Version),Taylor Swift,speechiness,0.0418
Fearless (Taylor’s Version),Taylor Swift,speechiness,0.0282
End Game,Taylor Swift,speechiness,0.0558
New Romantics (Taylor's Version),Taylor Swift,speechiness,0.0538
Hits Different,Taylor Swift,speechiness,0.0421
Afterglow,Taylor Swift,speechiness,0.0344
Dress,Taylor Swift,speechiness,0.0533
Daylight,Taylor Swift,speechiness,0.0563
Mine (Taylor's Version),Taylor Swift,speechiness,0.0356
ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,speechiness,0.0571
tolerate it,Taylor Swift,speechiness,0.0488
Call It What You Want,Taylor Swift,speechiness,0.0731
Back To December (Taylor's Version),Taylor Swift,speechiness,0.0273
Vigilante Shit,Taylor Swift,speechiness,0.39
Picture To Burn,Taylor Swift,speechiness,0.0323
I Knew You Were Trouble.,Taylor Swift,speechiness,0.0363
Shake It Off (Taylor's Version),Taylor Swift,speechiness,0.0738
Maroon,Taylor Swift,speechiness,0.0564
False God,Taylor Swift,speechiness,0.239
Wildest Dreams (Taylor's Version),Taylor Swift,speechiness,0.0646
Death By A Thousand Cuts,Taylor Swift,speechiness,0.0629
Snow On The Beach (feat. More Lana Del Rey),Taylor Swift,speechiness,0.0344
22 (Taylor's Version),Taylor Swift,speechiness,0.0281
Welcome To New York (Taylor's Version),Taylor Swift,speechiness,0.0312
Wildest Dreams,Taylor Swift,speechiness,0.0747
Cornelia Street,Taylor Swift,speechiness,0.0827
Long Live (Taylor's Version),Taylor Swift,speechiness,0.0402
Long Live (Taylor's Version),Taylor Swift,speechiness,0.0402
I Think He Knows,Taylor Swift,speechiness,0.0569
I Think He Knows,Taylor Swift,speechiness,0.0569
We Are Never Ever Getting Back Together (Taylor's Version),Taylor Swift,speechiness,0.175
We Are Never Ever Getting Back Together (Taylor's Version),Taylor Swift,speechiness,0.175
I Knew You Were Trouble (Taylor's Version),Taylor Swift,speechiness,0.0342
I Knew You Were Trouble (Taylor's Version),Taylor Swift,speechiness,0.0342
mirrorball,Taylor Swift,speechiness,0.0334
mirrorball,Taylor Swift,speechiness,0.0334
I Forgot That You Existed,Taylor Swift,speechiness,0.519
I Forgot That You Existed,Taylor Swift,speechiness,0.519
Red (Taylor's Version),Taylor Swift,speechiness,0.0375
Red (Taylor's Version),Taylor Swift,speechiness,0.0375
King Of My Heart,Taylor Swift,speechiness,0.0382
King Of My Heart,Taylor Swift,speechiness,0.0382
Dancing With Our Hands Tied,Taylor Swift,speechiness,0.196
Dancing With Our Hands Tied,Taylor Swift,speechiness,0.196
The Way I Loved You (Taylor’s Version),Taylor Swift,speechiness,0.0484
The Way I Loved You (Taylor’s Version),Taylor Swift,speechiness,0.0484
Clean (Taylor's Version),Taylor Swift,speechiness,0.0297
Clean (Taylor's Version),Taylor Swift,speechiness,0.0297
London Boy,Taylor Swift,speechiness,0.05
London Boy,Taylor Swift,speechiness,0.05
Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),Taylor Swift,speechiness,0.0275
Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),Taylor Swift,speechiness,0.0275
You Belong With Me,Taylor Swift,speechiness,0.0386
You Belong With Me,Taylor Swift,speechiness,0.0386
betty,Taylor Swift,speechiness,0.0253
betty,Taylor Swift,speechiness,0.0253
Sparks Fly (Taylor’s Version),Taylor Swift,speechiness,0.0305
Sparks Fly (Taylor’s Version),Taylor Swift,speechiness,0.0305
Better Than Revenge (Taylor's Version),Taylor Swift,speechiness,0.0803
Better Than Revenge (Taylor's Version),Taylor Swift,speechiness,0.0803
the last great american dynasty,Taylor Swift,speechiness,0.0413
the last great american dynasty,Taylor Swift,speechiness,0.0413
Teardrops On My Guitar - Radio Single Remix,Taylor Swift,speechiness,0.0231
Teardrops On My Guitar - Radio Single Remix,Taylor Swift,speechiness,0.0231
Love Story,Taylor Swift,speechiness,0.031
Love Story,Taylor Swift,speechiness,0.031
This Is Why We Can't Have Nice Things,Taylor Swift,speechiness,0.115
This Is Why We Can't Have Nice Things,Taylor Swift,speechiness,0.115
All You Had To Do Was Stay (Taylor's Version),Taylor Swift,speechiness,0.035
All You Had To Do Was Stay (Taylor's Version),Taylor Swift,speechiness,0.035
Mastermind,Taylor Swift,speechiness,0.154
Mastermind,Taylor Swift,speechiness,0.154
I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),Taylor Swift,speechiness,0.0495
I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),Taylor Swift,speechiness,0.0495
I Wish You Would (Taylor's Version),Taylor Swift,speechiness,0.0432
I Wish You Would (Taylor's Version),Taylor Swift,speechiness,0.0432
New Year’s Day,Taylor Swift,speechiness,0.0354
New Year’s Day,Taylor Swift,speechiness,0.0354
Suburban Legends (Taylor's Version) (From The Vault),Taylor Swift,speechiness,0.0369
Suburban Legends (Taylor's Version) (From The Vault),Taylor Swift,speechiness,0.0369
Mean (Taylor's Version),Taylor Swift,speechiness,0.0369
Mean (Taylor's Version),Taylor Swift,speechiness,0.0369
Tim McGraw,Taylor Swift,speechiness,0.0251
Tim McGraw,Taylor Swift,speechiness,0.0251
Enchanted,Taylor Swift,speechiness,0.0288
Enchanted,Taylor Swift,speechiness,0.0288
Pantropiko,Bini,valence,
"Salamin, Salamin",Bini,valence,0.704
Karera,Bini,valence,
Lagi,Bini,valence,
Na Na Na,Bini,valence,0.874
Huwag Muna Tayong Umuwi,Bini,valence,
Na Na Nandito Lang,Bini,valence,0.789
I Feel Good,Bini,valence,
Ang Huling Cha Cha,Bini,valence,0.749
Diyan Ka Lang,Bini,valence,0.835
Golden Arrow,Bini,valence,0.951
Pantropiko,Bini,valence,0.801
Born To Win,Bini,valence,
Strings,Bini,valence,0.603
Kinikilig,Bini,valence,0.944
Pit a Pat,Bini,valence,0.626
Karera,Bini,valence,0.813
Da Coconut Nut,Bini,valence,0.764
No Fear,Bini,valence,0.755
Kabataang Pinoy,Bini,valence,0.612
8,Bini,valence,0.483
Here With You,Bini,valence,
Love Yourself,Bini,valence,0.84
Gandang Vitakeratin,Bini,valence,0.792
Lagi - Acoustic,Bini,valence,0.893
Made for All,Bini,valence,0.706
"Bata, Kaya Mo!",Bini,valence,0.335
Super Crush,Bini,valence,0.488
Kapit Lang,Bini,valence,
Strings - Dance Version,Bini,valence,0.611
B HU U R,Bini,valence,0.332
"Read All About It, Pt. III",Bini,valence,0.51
Hunger - Live,Bini,valence,0.152
Come Up Here - Live,Bini,valence,0.18
Lagi,Bini,valence,
I Feel Good,Bini,valence,0.552
Here Comes the Glory - Live,Bini,valence,0.0435
I See Jesus - Live,Bini,valence,0.294
Born To Win - Bahasa Version,Bini,valence,0.473
Born To Win - Japanese Version,Bini,valence,0.438
Living Proof - Live,Bini,valence,
Born To Win - Spanish Version,Bini,valence,0.518
Up!,Bini,valence,0.528
Born To Win - Thai Version,Bini,valence,0.479
Born To Win,Bini,valence,0.59
Kapit Lang,Bini,valence,0.495
The Revelation of Jesus - Live,Bini,valence,0.158
"Read All About It, Pt. III - Extended",Bini,valence,0.516
All Things - Live,Bini,valence,0.189
Born to Win - Acapella,Bini,valence,0.506
Born to Win,Bini,valence,0.59
Doxology (Hallelujah) - Live,Bini,valence,0.284
Peace Of Mind,Bini,valence,0.409
Kaze Wo Atsumete,Bini,valence,0.269
I Was In The Spirit On The Lord's Day - Live,Bini,valence,0.199
Born to Win - EDM Version,Bini,valence,0.176
The Letters - Live,Bini,valence,0.239
Patmos - Live,Bini,valence,0.123
I Can't Stay Here - Live,Bini,valence,0.209
Born To Win - String Quartet Version,Bini,valence,0.645
Born To Win - Latin Version,Bini,valence,0.932
Born To Win - Instrumental,Bini,valence,0.453
Huwag Muna Tayong Umuwi,Bini,valence,0.423
The Mighty Chorus - Live,Bini,valence,0.448
My Soul Follows - Live,Bini,valence,0.178
Waterfall - Live,Bini,valence,0.189
Bringing Back the Ark - Live,Bini,valence,0.31
Living Proof - Live,Bini,valence,0.123
Rabbit Hole,Bini,valence,0.232
One Life,Bini,valence,0.9
All Creation - Live,Bini,valence,0.352
How Great / It Is Happening - Live,Bini,valence,0.147
Faith Sees - Live,Bini,valence,0.485
Lagi,Bini,valence,
Here With You,Bini,valence,0.265
I See Jesus,Bini,valence,0.256
Feel Like Dancing,Bini,valence,0.671
Song of My Heart - Live,Bini,valence,0.21
All Because You're Here - Live,Bini,valence,0.132
I Delight - Live,Bini,valence,0.0872
Be Still and Know - Live,Bini,valence,0.104
Joy Never-Ending - Live,Bini,valence,0.386
Nevroze ari,Bini,valence,0.439
Theme From The House Of Glass,Bini,valence,0.93
Yes (Obedience) - Live,Bini,valence,0.359
Groove is in the Heart - Dee-Booty Mix,Bini,valence,0.323
Tell of Your Glory - Live,Bini,valence,0.328
Gate of Heaven - Live,Bini,valence,0.107
Be Still and Know - Reprise,Bini,valence,0.0656
Unshakable Love,Bini,valence,0.0813
The Mighty Chorus,Bini,valence,0.492
Ain't Nothing Going On,Bini,valence,0.945
Family Affair,Bini,valence,0.807
Calma,Bini,valence,0.455
Lagi,Bini,valence,0.719
Blessed Be the Name - Live,Bini,valence,0.18
Pushin P - Instrumental,Bini,valence,0.0959
7 Dite,Bini,valence,0.451
Hide Away,Bini,valence,0.15
Receive,Bini,valence,0.17
Sitya Loss,Eddy Kenzo,valence,0.953
Tweyagale,Eddy Kenzo,valence,0.924
Mbilo Mbilo,Eddy Kenzo,valence,0.858
Mariaroza,Eddy Kenzo,valence,0.934
Weekend,Eddy Kenzo,valence,0.561
Balippila Boda,Eddy Kenzo,valence,0.857
Semyekozo,Eddy Kenzo,valence,0.721
Jambole,Eddy Kenzo,valence,0.859
Selebu,Eddy Kenzo,valence,0.859
Muleleetu,Eddy Kenzo,valence,0.799
Zigido,Eddy Kenzo,valence,0.964
Blessed,Eddy Kenzo,valence,0.803
Sango,Eddy Kenzo,valence,0.957
Mariarosa,Eddy Kenzo,valence,0.891
Byansi,Eddy Kenzo,valence,0.916
Stamina [Rmx],Eddy Kenzo,valence,0.655
Nsimbudde,Eddy Kenzo,valence,0.825
Kadondo Style,Eddy Kenzo,valence,0.917
Enjoyment,Eddy Kenzo,valence,0.789
Signal,Eddy Kenzo,valence,0.829
Soraye,Eddy Kenzo,valence,0.762
Nkulungula,Eddy Kenzo,valence,0.871
Nice and Lovely,Eddy Kenzo,valence,0.878
Come Over,Eddy Kenzo,valence,0.959
